,EquipoAnf,EquipoVis,ResulAnf,ResulVis,Fecha,Estadio,Ciudad,Arbitro,Provincia,tmed,prec
4378,Levante,Getafe,1,2,2012-01-29,Ciutat de Valencia (Ciutat de Valencia),Valencia,Teixeira Vitienes,VALENCIA,9.1,0.0
4379,Osasuna,Atlético de Madrid,0,1,2012-01-30,Reyno de Navarra,Pamplona,Pérez Montero,NAVARRA,4.659999999999999,0.0
4380,Barcelona,Real Sociedad,2,1,2012-02-04,Camp Nou,Barcelona,Clos Gómez,BARCELONA,1.3714285714285714,1.042857142857143
4381,Athletic Club,Espanyol,3,3,2012-02-04,San Mamés,Bilbao,Fernández Borbalán,BIZKAIA,3.8,8.16
4382,Mallorca,Betis,1,0,2012-02-04,Son Moix,Palma,Velasco Carballo,ILLES BALEARS,1.8888888888888888,2.266666666666667
4383,Getafe,Real Madrid,0,1,2012-02-04,Coliseum Alfonso Pérez,Getafe,Ayza Gámez,MADRID,-2.023076923076923,0.1
4384,Levante,Racing de Santander,1,1,2012-02-04,Ciutat de Valencia (Ciutat de Valencia),Valencia,Delgado Ferreiro,VALENCIA,4.216666666666667,0.0
4385,Sporting de Gijón,Osasuna,1,1,2012-02-05,El Molinón,Gijón,Pérez Lasa,ASTURIAS,4.75,38.6875
4386,Atlético de Madrid,Valencia,0,0,2012-02-05,Vicente Calderón,Madrid,Undiano Mallenco,MADRID,2.384615384615385,1.8923076923076922
4387,Sevilla,Villarreal,1,2,2012-02-05,Ramón Sánchez Pizjuán,Sevilla,Del Cerro Grande,SEVILLA,4.04,0.0
4388,Zaragoza,Rayo Vallecano,1,2,2012-02-05,La Romareda,Zaragoza,Estrada Fernández,ZARAGOZA,2.58,2.34
4389,Granada,Málaga,2,1,2012-02-06,Nuevo Los Cármenes,Granada,Mateu Lahoz,GRANADA,7.125,0.0
4390,Racing de Santander,Atlético de Madrid,0,0,2012-02-11,Campos de Sport de El Sardinero,Santander,Estrada Fernández,CANTABRIA,0.9399999999999998,0.0
4391,Osasuna,Barcelona,3,2,2012-02-11,Reyno de Navarra,Pamplona,Paradas Romero,NAVARRA,1.6400000000000001,0.0
4392,Betis,Athletic Club,2,1,2012-02-11,Benito Villamarín,Sevilla,Teixeira Vitienes,SEVILLA,5.58,0.0
4393,Espanyol,Zaragoza,0,2,2012-02-12,Cornellá - El Prat,Cornellá de Llobregat,Muñiz Fernández,BARCELONA,2.1999999999999997,0.0
4394,Villarreal,Granada,3,1,2012-02-12,El Madrigal,Villarreal,Pérez Lasa,CASTELLON,4.75,0.0
4395,Rayo Vallecano,Getafe,2,0,2012-02-12,Estadio de Vallecas Teresa Rivero,Madrid,Álvarez Izquierdo,MADRID,-2.2916666666666665,0.0
4396,Real Madrid,Levante,4,2,2012-02-12,Santiago Bernabéu,Madrid,Undiano Mallenco,MADRID,-2.2916666666666665,0.0
4397,Málaga,Mallorca,3,1,2012-02-12,La Rosaleda,Málaga,Ayza Gámez,MALAGA,5.866666666666666,0.0
4398,Valencia,Sporting de Gijón,4,0,2012-02-12,Mestalla,Valencia,Pérez Montero,VALENCIA,3.9,0.0
4399,Real Sociedad,Sevilla,2,0,2012-02-13,Anoeta,San Sebastián,Iglesias Villanueva,GIPUZKOA,2.5999999999999996,7.8
4400,Getafe,Espanyol,1,1,2012-02-18,Coliseum Alfonso Pérez,Getafe,Mateu Lahoz,MADRID,4.2153846153846155,0.0
4401,Real Madrid,Racing de Santander,4,0,2012-02-18,Santiago Bernabéu,Madrid,González González,MADRID,4.2153846153846155,0.0
4402,Sevilla,Osasuna,2,0,2012-02-18,Ramón Sánchez Pizjuán,Sevilla,Velasco Carballo,SEVILLA,10.575000000000001,0.0
4403,Sporting de Gijón,Atlético de Madrid,1,1,2012-02-19,El Molinón,Gijón,Fernández Borbalán,ASTURIAS,4.7875000000000005,4.975
4404,Barcelona,Valencia,5,1,2012-02-19,Camp Nou,Barcelona,Turienzo Álvarez,BARCELONA,7.942857142857143,0.6714285714285714
4405,Athletic Club,Málaga,3,0,2012-02-19,San Mamés,Bilbao,Clos Gómez,BIZKAIA,9.14,7.220000000000001
4406,Granada,Real Sociedad,4,1,2012-02-19,Nuevo Los Cármenes,Granada,Teixeira Vitienes,GRANADA,6.180000000000001,0.0
4407,Mallorca,Villarreal,4,0,2012-02-19,Son Moix,Palma,Álvarez Izquierdo,ILLES BALEARS,9.100000000000001,0.7000000000000001
4408,Levante,Rayo Vallecano,3,5,2012-02-19,Ciutat de Valencia,Valencia,Iturralde González,VALENCIA,9.516666666666667,0.0
4409,Zaragoza,Betis,0,2,2012-02-20,La Romareda,Zaragoza,Del Cerro Grande,ZARAGOZA,4.640000000000001,0.0
4410,Espanyol,Levante,1,2,2012-02-25,Cornellá - El Prat,Cornellá de Llobregat,Del Cerro Grande,BARCELONA,10.742857142857144,0.0
4411,Racing de Santander,Sporting de Gijón,1,1,2012-02-25,Campos de Sport de El Sardinero,Santander,Ayza Gámez,CANTABRIA,8.54,0.0
4412,Málaga,Zaragoza,5,1,2012-02-25,La Rosaleda,Málaga,Turienzo Álvarez,MALAGA,12.516666666666666,0.0
4413,Betis,Getafe,1,1,2012-02-25,Benito Villamarín,Sevilla,Muñiz Fernández,SEVILLA,10.919999999999998,0.0
4414,Villarreal,Athletic Club,2,2,2012-02-26,El Madrigal,Villarreal,Iglesias Villanueva,CASTELLON,13.066666666666668,0.0
4415,Real Sociedad,Mallorca,1,0,2012-02-26,Anoeta,San Sebastián,Paradas Romero,GIPUZKOA,10.233333333333334,0.016666666666666666
4416,Atlético de Madrid,Barcelona,1,2,2012-02-26,Vicente Calderón,Madrid,Pérez Lasa,MADRID,10.946153846153846,0.0
4417,Rayo Vallecano,Real Madrid,0,1,2012-02-26,Estadio de Vallecas Teresa Rivero,Madrid,Fernández Borbalán,MADRID,10.946153846153846,0.0
4418,Osasuna,Granada,2,1,2012-02-26,Reyno de Navarra,Pamplona,Estrada Fernández,NAVARRA,11.3,0.0
4419,Valencia,Sevilla,1,2,2012-02-26,Mestalla,Valencia,Teixeira Vitienes,VALENCIA,16.433333333333334,0.0
4420,Barcelona,Sporting de Gijón,3,1,2012-03-03,Camp Nou,Barcelona,Velasco Carballo,BARCELONA,11.657142857142857,0.08571428571428572
4421,Mallorca,Osasuna,1,1,2012-03-03,Son Moix,Palma,Clos Gómez,ILLES BALEARS,12.877777777777776,0.0
4422,Rayo Vallecano,Racing de Santander,4,2,2012-03-03,Estadio de Vallecas Teresa Rivero,Madrid,Pérez Montero,MADRID,8.146153846153847,0.1846153846153846
4423,Getafe,Málaga,1,3,2012-03-03,Coliseum Alfonso Pérez,Getafe,Undiano Mallenco,MADRID,8.146153846153847,0.1846153846153846
4424,Sevilla,Atlético de Madrid,1,1,2012-03-03,Ramón Sánchez Pizjuán,Sevilla,Álvarez Izquierdo,SEVILLA,11.719999999999999,0.04
4425,Athletic Club,Real Sociedad,2,0,2012-03-04,San Mamés,Bilbao,Mateu Lahoz,BIZKAIA,12.360000000000001,4.680000000000001
4426,Granada,Valencia,0,1,2012-03-04,Nuevo Los Cármenes,Granada,Iturralde González,GRANADA,9.375,0.0
4427,Real Madrid,Espanyol,5,0,2012-03-04,Santiago Bernabéu,Madrid,Teixeira Vitienes,MADRID,8.223076923076924,0.5692307692307692
4428,Zaragoza,Villarreal,2,1,2012-03-04,La Romareda,Zaragoza,González González,ZARAGOZA,9.080000000000002,1.2
4429,Levante,Betis,3,1,2012-03-05,Ciutat de Valencia,Valencia,Estrada Fernández,VALENCIA,12.483333333333333,0.0
4430,Sporting de Gijón,Sevilla,1,0,2012-03-10,El Molinón,Gijón,Estrada Fernández,ASTURIAS,9.911111111111111,0.0
4431,Real Sociedad,Zaragoza,3,0,2012-03-10,Anoeta,San Sebastián,Velasco Carballo,GIPUZKOA,7.983333333333333,0.0
4432,Málaga,Levante,1,0,2012-03-10,La Rosaleda,Málaga,Iglesias Villanueva,MALAGA,13.149999999999999,0.03333333333333333
4433,Betis,Real Madrid,2,3,2012-03-10,Benito Villamarín,Sevilla,Iturralde González,SEVILLA,11.72,0.0
4434,Espanyol,Rayo Vallecano,5,1,2012-03-11,Cornellá - El Prat,Cornellá de Llobregat,Teixeira Vitienes,BARCELONA,11.014285714285716,0.0
4435,Racing de Santander,Barcelona,0,2,2012-03-11,Campos de Sport de El Sardinero,Santander,Del Cerro Grande,CANTABRIA,9.466666666666667,0.0
4436,Atlético de Madrid,Granada,2,0,2012-03-11,Vicente Calderón,Madrid,Mateu Lahoz,MADRID,10.366666666666665,0.0
4437,Osasuna,Athletic Club,2,1,2012-03-11,Reyno de Navarra,Pamplona,Álvarez Izquierdo,NAVARRA,9.68,0.0
4438,Valencia,Mallorca,2,2,2012-03-11,Mestalla,Valencia,Muñiz Fernández,VALENCIA,12.65,0.0
4439,Villarreal,Getafe,1,2,2012-03-12,El Madrigal,Villarreal,Pérez Montero,CASTELLON,11.366666666666665,0.0
4440,Granada,Sporting de Gijón,2,1,2012-03-17,Nuevo Los Cármenes,Granada,Pérez Lasa,GRANADA,10.66,0.0
4441,Rayo Vallecano,Betis,3,0,2012-03-17,Estadio de Vallecas Teresa Rivero,Madrid,Undiano Mallenco,MADRID,8.323076923076924,0.13846153846153847
4442,Getafe,Real Sociedad,1,0,2012-03-17,Coliseum Alfonso Pérez,Getafe,Fernández Borbalán,MADRID,8.323076923076924,0.13846153846153847
4443,Sevilla,Barcelona,0,2,2012-03-17,Ramón Sánchez Pizjuán,Sevilla,González González,SEVILLA,12.58,0.0
4444,Zaragoza,Osasuna,1,1,2012-03-17,La Romareda,Zaragoza,Paradas Romero,ZARAGOZA,12.16,0.22000000000000003
4445,Athletic Club,Valencia,0,3,2012-03-18,San Mamés,Bilbao,Teixeira Vitienes,BIZKAIA,8.674999999999999,11.424999999999999
4446,Mallorca,Atlético de Madrid,2,1,2012-03-18,Son Moix,Palma,Turienzo Álvarez,ILLES BALEARS,14.266666666666667,0.0
4447,Real Madrid,Málaga,1,1,2012-03-18,Santiago Bernabéu,Madrid,Ayza Gámez,MADRID,5.8307692307692305,0.05384615384615384
4448,Levante,Villarreal,1,0,2012-03-18,Ciutat de Valencia,Valencia,Clos Gómez,VALENCIA,15.9,0.0
4449,Espanyol,Racing de Santander,3,1,2012-03-19,Cornellá - El Prat,Cornellá de Llobregat,Velasco Carballo,BARCELONA,11.042857142857143,1.2142857142857142
4450,Barcelona,Granada,5,3,2012-03-20,Camp Nou,Barcelona,Teixeira Vitienes,BARCELONA,10.5,0.8142857142857143
4451,Osasuna,Getafe,0,0,2012-03-20,Reyno de Navarra,Pamplona,Pérez Lasa,NAVARRA,9.279999999999998,2.3600000000000003
4452,Sporting de Gijón,Mallorca,2,3,2012-03-21,El Molinón,Gijón,Pérez Montero,ASTURIAS,5.266666666666667,0.07777777777777778
4453,Villarreal,Real Madrid,1,1,2012-03-21,El Madrigal,Villarreal,Paradas Romero,CASTELLON,8.133333333333333,2.3333333333333335
4454,Real Sociedad,Levante,1,3,2012-03-21,Anoeta,San Sebastián,Álvarez Izquierdo,GIPUZKOA,7.016666666666666,10.283333333333333
4455,Atlético de Madrid,Athletic Club,2,1,2012-03-21,Vicente Calderón,Madrid,Estrada Fernández,MADRID,1.9249999999999998,6.325000000000002
4456,Valencia,Zaragoza,1,2,2012-03-21,Mestalla,Valencia,Del Cerro Grande,VALENCIA,9.9,0.13333333333333333
4457,Racing de Santander,Sevilla,0,3,2012-03-22,Campos de Sport de El Sardinero,Santander,Clos Gómez,CANTABRIA,10.133333333333333,0.0
4458,Málaga,Rayo Vallecano,4,2,2012-03-22,La Rosaleda,Málaga,Mateu Lahoz,MALAGA,12.583333333333334,0.016666666666666666
4459,Betis,Espanyol,1,1,2012-03-22,Benito Villamarín,Sevilla,Iglesias Villanueva,SEVILLA,11.86,0.0
4460,Mallorca,Barcelona,0,2,2012-03-24,Son Moix,Palma,Ayza Gámez,ILLES BALEARS,12.666666666666666,0.022222222222222223
4461,Real Madrid,Real Sociedad,5,1,2012-03-24,Santiago Bernabéu,Madrid,Turienzo Álvarez,MADRID,11.23076923076923,0.0
4462,Getafe,Valencia,3,1,2012-03-24,Coliseum Alfonso Pérez,Getafe,Estrada Fernández,MADRID,11.23076923076923,0.0
4463,Espanyol,Málaga,1,2,2012-03-25,Cornellá - El Prat,Cornellá de Llobregat,Clos Gómez,BARCELONA,14.314285714285715,0.0
4464,Athletic Club,Sporting de Gijón,1,1,2012-03-25,San Mamés,Bilbao,Iglesias Villanueva,BIZKAIA,15.274999999999999,0.0
4465,Rayo Vallecano,Villarreal,0,2,2012-03-25,Estadio de Vallecas Teresa Rivero,Madrid,Pérez Lasa,MADRID,11.623076923076923,0.0
4466,Betis,Racing de Santander,1,1,2012-03-25,Benito Villamarín,Sevilla,Álvarez Izquierdo,SEVILLA,16.34,0.0
4467,Levante,Osasuna,0,2,2012-03-25,Ciutat de Valencia,Valencia,Del Cerro Grande,VALENCIA,12.783333333333333,0.0
4468,Zaragoza,Atlético de Madrid,1,0,2012-03-25,La Romareda,Zaragoza,Undiano Mallenco,ZARAGOZA,13.2,0.0
4469,Granada,Sevilla,0,3,2012-03-26,Nuevo Los Cármenes,Granada,Muñiz Fernández,GRANADA,13.48,0.0
4470,Sporting de Gijón,Zaragoza,1,2,2012-03-31,El Molinón,Gijón,Teixeira Vitienes,ASTURIAS,11.5875,0.0
4471,Barcelona,Athletic Club,2,0,2012-03-31,Camp Nou,Barcelona,Mateu Lahoz,BARCELONA,15.12857142857143,0.0
4472,Racing de Santander,Granada,0,1,2012-03-31,Campos de Sport de El Sardinero,Santander,Ayza Gámez,CANTABRIA,11.116666666666667,0.0
4473,Málaga,Betis,0,2,2012-03-31,La Rosaleda,Málaga,Teixeira Vitienes,MALAGA,14.916666666666666,0.5333333333333333
4474,Osasuna,Real Madrid,1,5,2012-03-31,Reyno de Navarra (Reyno de Navarra),Pamplona,Muñiz Fernández,NAVARRA,14.549999999999999,0.0
4475,Villarreal,Espanyol,0,0,2012-04-01,El Madrigal,Villarreal,González González,CASTELLON,14.066666666666668,0.0
4476,Real Sociedad,Rayo Vallecano,4,0,2012-04-01,Anoeta,San Sebastián,Pérez Montero,GIPUZKOA,12.65,0.0
4477,Atlético de Madrid,Getafe,3,0,2012-04-01,Vicente Calderón,Madrid,Paradas Romero,MADRID,13.36923076923077,0.0
4478,Valencia,Levante,1,1,2012-04-01,Mestalla,Valencia,Fernández Borbalán,VALENCIA,15.016666666666667,0.0
4479,Sevilla,Mallorca,3,1,2012-04-02,Ramón Sánchez Pizjuán,Sevilla,Pérez Lasa,SEVILLA,13.720000000000002,6.4
4480,Espanyol,Real Sociedad,2,2,2012-04-07,Cornellá - El Prat,Cornellá de Llobregat,Muñiz Fernández,BARCELONA,10.249999999999998,0.0
4481,Getafe,Sporting de Gijón,2,0,2012-04-07,Coliseum Alfonso Pérez,Getafe,Teixeira Vitienes,MADRID,4.723076923076923,1.176923076923077
4482,Rayo Vallecano,Osasuna,6,0,2012-04-07,Estadio de Vallecas Teresa Rivero,Madrid,Estrada Fernández,MADRID,4.723076923076923,1.176923076923077
4483,Betis,Villarreal,3,1,2012-04-07,Benito Villamarín,Sevilla,Velasco Carballo,SEVILLA,11.28,0.0
4484,Zaragoza,Barcelona,1,4,2012-04-07,La Romareda,Zaragoza,Turienzo Álvarez,ZARAGOZA,8.166666666666666,0.9666666666666667
4485,Athletic Club,Sevilla,1,0,2012-04-08,San Mamés,Bilbao,Álvarez Izquierdo,BIZKAIA,10.8,0.05
4486,Mallorca,Granada,0,0,2012-04-08,Son Moix,Palma,Delgado Ferreiro,ILLES BALEARS,14.25,0.0
4487,Real Madrid,Valencia,0,0,2012-04-08,Santiago Bernabéu,Madrid,Clos Gómez,MADRID,8.507692307692308,0.2153846153846154
4488,Levante,Atlético de Madrid,2,0,2012-04-08,Ciutat de Valencia,Valencia,Iglesias Villanueva,VALENCIA,15.199999999999998,0.0
4489,Málaga,Racing de Santander,3,0,2012-04-09,La Rosaleda,Málaga,Del Cerro Grande,MALAGA,15.700000000000003,0.0
4490,Barcelona,Getafe,4,0,2012-04-10,Camp Nou,Barcelona,González González,BARCELONA,11.966666666666667,1.4333333333333333
4491,Real Sociedad,Betis,1,1,2012-04-10,Anoeta,San Sebastián,Mateu Lahoz,GIPUZKOA,11.883333333333333,9.85
4492,Osasuna,Espanyol,2,0,2012-04-10,Reyno de Navarra,Pamplona,Velasco Carballo,NAVARRA,11.6,3.0
4493,Sporting de Gijón,Levante,3,2,2012-04-11,El Molinón,Gijón,Pérez Lasa,ASTURIAS,9.3625,8.625
4494,Granada,Athletic Club,2,2,2012-04-11,Nuevo Los Cármenes,Granada,Undiano Mallenco,GRANADA,14.15,0.0
4495,Atlético de Madrid,Real Madrid,1,4,2012-04-11,Vicente Calderón,Madrid,Delgado Ferreiro,MADRID,7.933333333333334,0.9500000000000002
4496,Valencia,Rayo Vallecano,4,1,2012-04-11,Mestalla (Mestalla),Valencia,Paradas Romero,VALENCIA,17.433333333333334,0.0
4497,Racing de Santander,Mallorca,0,3,2012-04-12,Campos de Sport de El Sardinero (Campos de Sport de El Sardinero),Santander,Fernández Borbalán,CANTABRIA,9.433333333333334,17.133333333333336
4498,Villarreal,Málaga,2,1,2012-04-12,El Madrigal,Villarreal,Álvarez Izquierdo,CASTELLON,11.266666666666666,0.6666666666666666
4499,Sevilla,Zaragoza,3,0,2012-04-12,Ramón Sánchez Pizjuán,Sevilla,Teixeira Vitienes,SEVILLA,14.14,0.22000000000000003
4500,Real Madrid,Sporting de Gijón,3,1,2012-04-14,Santiago Bernabéu,Madrid,Pérez Montero,MADRID,6.93076923076923,5.130769230769231
4501,Levante,Barcelona,1,2,2012-04-14,Ciutat de Valencia,Valencia,Teixeira Vitienes,VALENCIA,12.866666666666667,0.5333333333333333
4502,Espanyol,Valencia,4,0,2012-04-15,Cornellá - El Prat,Cornellá de Llobregat,Iglesias Villanueva,BARCELONA,11.742857142857144,1.5142857142857142
4503,Athletic Club,Mallorca,1,0,2012-04-15,San Mamés,Bilbao,Estrada Fernández,BIZKAIA,8.200000000000001,11.7
4504,Villarreal,Racing de Santander,1,1,2012-04-15,El Madrigal,Villarreal,Clos Gómez,CASTELLON,10.266666666666667,0.0
4505,Rayo Vallecano,Atlético de Madrid,0,1,2012-04-15,Estadio de Vallecas Teresa Rivero (Estadio de Vallecas Teresa Rivero),Madrid,Mateu Lahoz,MADRID,5.453846153846154,1.676923076923077
4506,Málaga,Real Sociedad,1,1,2012-04-15,La Rosaleda,Málaga,González González,MALAGA,13.983333333333333,0.3666666666666667
4507,Betis,Osasuna,1,0,2012-04-15,Benito Villamarín,Sevilla,Ayza Gámez,SEVILLA,11.34,0.0
4508,Zaragoza,Granada,1,0,2012-04-15,La Romareda,Zaragoza,Del Cerro Grande,ZARAGOZA,8.866666666666667,0.0
4509,Getafe,Sevilla,5,1,2012-04-16,Coliseum Alfonso Pérez,Getafe,Turienzo Álvarez,MADRID,5.246153846153845,0.6153846153846154
4510,Sporting de Gijón,Rayo Vallecano,2,1,2012-04-21,El Molinón,Gijón,Iglesias Villanueva,ASTURIAS,8.974999999999998,4.199999999999999
4511,Barcelona,Real Madrid,1,2,2012-04-21,Camp Nou,Barcelona,Undiano Mallenco,BARCELONA,14.514285714285714,0.8428571428571429
4512,Mallorca,Zaragoza,1,0,2012-04-21,Son Moix,Palma,Álvarez Izquierdo,ILLES BALEARS,16.509999999999998,0.0
4513,Sevilla,Levante,1,1,2012-04-21,Ramón Sánchez Pizjuán,Sevilla,Velasco Carballo,SEVILLA,15.959999999999999,0.0
4514,Racing de Santander,Athletic Club,0,1,2012-04-22,Campos de Sport de El Sardinero (Campos de Sport de El Sardinero),Santander,Pérez Montero,CANTABRIA,10.34,0.76
4515,Real Sociedad,Villarreal,1,1,2012-04-22,Anoeta,San Sebastián,Fernández Borbalán,GIPUZKOA,10.05,0.8833333333333333
4516,Granada,Getafe,1,0,2012-04-22,Nuevo Los Cármenes,Granada,Ayza Gámez,GRANADA,13.900000000000002,0.0
4517,Atlético de Madrid,Espanyol,3,1,2012-04-22,Vicente Calderón,Madrid,Clos Gómez,MADRID,10.446153846153846,0.0
4518,Valencia,Betis,4,0,2012-04-22,Mestalla,Valencia,Muñiz Fernández,VALENCIA,17.2,0.3
4519,Osasuna,Málaga,1,1,2012-04-23,Reyno de Navarra,Pamplona,Delgado Ferreiro,NAVARRA,10.5,5.3
4520,Espanyol,Sporting de Gijón,0,3,2012-04-28,Cornellá - El Prat,Cornellá de Llobregat,Ayza Gámez,BARCELONA,16.528571428571432,7.814285714285714
4521,Villarreal,Osasuna,1,1,2012-04-28,El Madrigal,Villarreal,Turienzo Álvarez,CASTELLON,14.4,3.766666666666667
4522,Real Sociedad,Racing de Santander,3,0,2012-04-28,Anoeta,San Sebastián,Estrada Fernández,GIPUZKOA,9.1,24.88333333333333
4523,Getafe,Mallorca,1,3,2012-04-28,Coliseum Alfonso Pérez,Getafe,Paradas Romero,MADRID,6.181818181818181,6.6
4524,Levante,Granada,3,1,2012-04-28,Ciutat de Valencia,Valencia,González González,VALENCIA,16.871428571428574,5.728571428571429
4525,Rayo Vallecano,Barcelona,0,7,2012-04-29,Estadio de Vallecas Teresa Rivero,Madrid,Delgado Ferreiro,MADRID,6.654545454545455,5.118181818181818
4526,Real Madrid,Sevilla,3,0,2012-04-29,Santiago Bernabéu,Madrid,Mateu Lahoz,MADRID,6.654545454545455,5.118181818181818
4527,Málaga,Valencia,1,0,2012-04-29,La Rosaleda,Málaga,Teixeira Vitienes,MALAGA,12.233333333333333,11.366666666666667
4528,Betis,Atlético de Madrid,2,2,2012-04-29,Benito Villamarín,Sevilla,Teixeira Vitienes,SEVILLA,11.32,6.5
4529,Zaragoza,Athletic Club,2,0,2012-04-29,La Romareda,Zaragoza,Iglesias Villanueva,ZARAGOZA,11.700000000000001,9.166666666666666
4530,Sporting de Gijón,Villarreal,2,3,2012-05-01,El Molinón,Gijón,Del Cerro Grande,ASTURIAS,9.133333333333333,0.25555555555555554
4531,Granada,Espanyol,2,1,2012-05-01,Nuevo Los Cármenes,Granada,Mateu Lahoz,GRANADA,9.68,0.04
4532,Getafe,Racing de Santander,1,1,2012-05-01,Coliseum Alfonso Pérez,Getafe,Undiano Mallenco,MADRID,6.872727272727272,0.8727272727272727
4533,Barcelona,Málaga,4,1,2012-05-02,Camp Nou,Barcelona,Turienzo Álvarez,BARCELONA,14.428571428571429,0.0
4534,Athletic Club,Real Madrid,0,3,2012-05-02,San Mamés,Bilbao,Teixeira Vitienes,BIZKAIA,16.9,0.0
4535,Mallorca,Rayo Vallecano,1,0,2012-05-02,Son Moix,Palma,Ayza Gámez,ILLES BALEARS,14.38,0.0
4536,Atlético de Madrid,Real Sociedad,1,1,2012-05-02,Vicente Calderón,Madrid,Iglesias Villanueva,MADRID,9.163636363636364,0.0
4537,Sevilla,Betis,1,2,2012-05-02,Ramón Sánchez Pizjuán,Sevilla,Delgado Ferreiro,SEVILLA,13.86,0.04
4538,Valencia,Osasuna,4,0,2012-05-02,Mestalla,Valencia,González González,VALENCIA,15.1,0.0
4539,Zaragoza,Levante,1,0,2012-05-02,La Romareda,Zaragoza,Estrada Fernández,ZARAGOZA,13.775,0.0
4540,Sporting de Gijón,Betis,2,1,2012-05-05,El Molinón (El Molinón),Gijón,Velasco Carballo,ASTURIAS,10.262500000000001,1.8125
4541,Barcelona,Espanyol,4,0,2012-05-05,Camp Nou,Barcelona,Teixeira Vitienes,BARCELONA,16.45714285714286,0.05714285714285715
4542,Athletic Club,Getafe,0,0,2012-05-05,San Mamés (San Mamés),Bilbao,González González,BIZKAIA,15.624999999999998,1.725
4543,Granada,Real Madrid,1,2,2012-05-05,Nuevo Los Cármenes (Nuevo Los Cármenes),Granada,Clos Gómez,GRANADA,12.040000000000001,12.48
4544,Mallorca,Levante,1,0,2012-05-05,Son Moix,Palma,Iglesias Villanueva,ILLES BALEARS,17.7,0.8099999999999999
4545,Atlético de Madrid,Málaga,2,1,2012-05-05,Vicente Calderón,Madrid,Muñiz Fernández,MADRID,9.99090909090909,3.809090909090908
4546,Osasuna,Real Sociedad,1,0,2012-05-05,Reyno de Navarra,Pamplona,Teixeira Vitienes,NAVARRA,12.66,1.48
4547,Sevilla,Rayo Vallecano,5,2,2012-05-05,Ramón Sánchez Pizjuán,Sevilla,Turienzo Álvarez,SEVILLA,15.24,19.16
4548,Valencia,Villarreal,1,0,2012-05-05,Mestalla,Valencia,Delgado Ferreiro,VALENCIA,17.8,0.8142857142857142
4549,Zaragoza,Racing de Santander,2,1,2012-05-05,La Romareda,Zaragoza,Paradas Romero,ZARAGOZA,14.533333333333333,0.13333333333333333
4550,Real Sociedad,Valencia,1,0,2012-05-12,Anoeta (Anoeta),San Sebastián,Pérez Montero,GIPUZKOA,13.633333333333333,0.08333333333333333
4551,Betis,Barcelona,2,2,2012-05-12,Benito Villamarín,Sevilla,Ayza Gámez,SEVILLA,26.1,0.0
4552,Espanyol,Sevilla,1,1,2012-05-13,Cornellá - El Prat (Cornellá - El Prat),Cornellá de Llobregat,Muñiz Fernández,BARCELONA,19.12857142857143,1.6142857142857143
4553,Racing de Santander,Osasuna,2,4,2012-05-13,Campos de Sport de El Sardinero,Santander,Álvarez Izquierdo,CANTABRIA,13.766666666666666,0.0
4554,Villarreal,Atlético de Madrid,0,1,2012-05-13,El Madrigal,Villarreal,Estrada Fernández,CASTELLON,21.833333333333332,0.06666666666666667
4555,Getafe,Zaragoza,0,2,2012-05-13,Coliseum Alfonso Pérez,Getafe,Teixeira Vitienes,MADRID,22.299999999999997,0.0
4556,Rayo Vallecano,Granada,1,0,2012-05-13,Estadio de Vallecas Teresa Rivero (Estadio de Vallecas Teresa Rivero),Madrid,Undiano Mallenco,MADRID,22.299999999999997,0.0
4557,Real Madrid,Mallorca,4,1,2012-05-13,Santiago Bernabéu (Santiago Bernabéu),Madrid,González González,MADRID,22.299999999999997,0.0
4558,Málaga,Sporting de Gijón,1,0,2012-05-13,La Rosaleda (La Rosaleda),Málaga,Delgado Ferreiro,MALAGA,22.25,0.0
4559,Levante,Athletic Club,3,0,2012-05-13,Ciutat de Valencia (Ciutat de Valencia),Valencia,Clos Gómez,VALENCIA,26.342857142857138,0.028571428571428574
4560,Mallorca,Espanyol,2,1,2012-08-18,Son Moix,Palma,Undiano Mallenco,ILLES BALEARS,27.955555555555556,0.0
