,EquipoAnf,EquipoVis,ResulAnf,ResulVis,Fecha,Estadio,Ciudad,Arbitro,Provincia,tmed,prec
1874,Villarreal,Albacete,1,0,2005-05-15,El Madrigal,Villarreal,Rodríguez Santiago,CASTELLON,17.0,0.06666666666666667
1875,Real Sociedad,Málaga,1,3,2005-05-15,Anoeta,San Sebastián,Puentes Leira,GIPUZKOA,15.049999999999999,0.0
1876,Mallorca,Athletic Club,4,3,2005-05-15,Son Moix,Palma,Velasco Carballo,ILLES BALEARS,16.833333333333332,0.011111111111111112
1877,Atlético de Madrid,Betis,1,2,2005-05-15,Vicente Calderón,Madrid,Mejuto González,MADRID,12.942857142857141,0.0
1878,Numancia,Osasuna,2,2,2005-05-15,Los Pajaritos,Soria,Lizondo Cortés,SORIA,11.6,0.0
1879,Zaragoza,Deportivo de La Coruña,2,2,2005-05-15,La Romareda,Zaragoza,Moreno Delgado,ZARAGOZA,15.419999999999998,0.0
1880,Real Madrid,Atlético de Madrid,0,0,2005-05-21,Santiago Bernabéu,Madrid,Muñiz Fernández,MADRID,18.585714285714285,0.0
1881,Betis,Zaragoza,3,2,2005-05-21,Manuel Ruiz de Lopera,Sevilla,Turienzo Álvarez,SEVILLA,23.099999999999998,0.0
1882,Deportivo de La Coruña,Mallorca,0,3,2005-05-22,Nuevo Riazor,La Coruña,Fernández Borbalán,A CORUÑA,12.999999999999998,0.6444444444444445
1883,Albacete,Real Sociedad,2,2,2005-05-22,Carlos Belmonte,Albacete,Rubinos Pérez,ALBACETE,20.85,0.0
1884,Barcelona,Villarreal,3,3,2005-05-22,Nou Camp,Barcelona,Esquinas Torres,BARCELONA,17.866666666666664,1.2
1885,Athletic Club,Numancia,0,2,2005-05-22,San Mamés (San Mamés),Bilbao,Daudén Ibáñez,BIZKAIA,15.539999999999997,0.27999999999999997
1886,Getafe,Sevilla,0,0,2005-05-22,Coliseum Alfonso Pérez,Getafe,González Vázquez,MADRID,14.87142857142857,0.0
1887,Málaga,Racing de Santander,2,0,2005-05-22,La Rosaleda,Málaga,Pino Zamorano,MALAGA,22.525,0.0
1888,Osasuna,Espanyol,1,1,2005-05-22,El Sadar,Pamplona,Iturralde González,NAVARRA,15.3,0.0
1889,Levante,Valencia,0,0,2005-05-22,Ciutat de València,Valencia,Puentes Leira,VALENCIA,19.714285714285715,0.34285714285714286
1890,Real Sociedad,Barcelona,0,0,2005-05-28,Anoeta,San Sebastián,Medina Cantalejo,GIPUZKOA,17.45,0.025
1891,Zaragoza,Real Madrid,1,3,2005-05-28,La Romareda,Zaragoza,Pérez Lasa,ZARAGOZA,22.36,0.0
1892,Espanyol,Athletic Club,2,0,2005-05-29,Olímpic Lluís Companys,Cornellá de Llobregat,Lizondo Cortés,BARCELONA,20.75,0.0
1893,Racing de Santander,Albacete,1,0,2005-05-29,Campos de Sport del Sardinero,Santander,Moreno Delgado,CANTABRIA,13.939999999999998,5.800000000000001
1894,Villarreal,Levante,4,1,2005-05-29,El Madrigal,Villarreal,Velasco Carballo,CASTELLON,20.166666666666668,0.0
1895,Mallorca,Betis,1,1,2005-05-29,Son Moix,Palma,Pérez Burrull,ILLES BALEARS,20.855555555555554,0.0
1896,Atlético de Madrid,Getafe,2,2,2005-05-29,Vicente Calderón,Madrid,Losantos Omar,MADRID,18.814285714285713,2.314285714285714
1897,Sevilla,Málaga,0,2,2005-05-29,Ramón Sánchez Pizjuán,Sevilla,Teixeira Vitienes,SEVILLA,21.950000000000003,2.7
1898,Numancia,Deportivo de La Coruña,1,1,2005-05-29,Los Pajaritos (Los Pajaritos),Soria,Megía Dávila,SORIA,19.3,2.8
1899,Valencia,Osasuna,1,0,2005-05-29,Mestalla,Valencia,Mejuto González,VALENCIA,21.228571428571428,0.04285714285714286
1900,Athletic Club,Real Sociedad,3,0,2005-08-27,San Mamés,Bilbao,Mejuto González,BIZKAIA,19.6,0.58
1901,Valencia,Betis,1,0,2005-08-27,Mestalla,Valencia,Rodríguez Santiago,VALENCIA,25.014285714285712,0.0
1902,Alavés,Barcelona,0,0,2005-08-27,Mendizorroza,Vitoria,Teixeira Vitienes,ARABA/ALAVA,19.0,0.5
1903,Espanyol,Getafe,0,2,2005-08-28,Olímpic Lluís Companys,Cornellá de Llobregat,Ayza Gámez,BARCELONA,22.45,0.0
1904,Cádiz,Real Madrid,1,2,2005-08-28,Ramón de Carranza,Cádiz,Pérez Lasa,CADIZ,24.61428571428571,0.0
1905,Mallorca,Deportivo de La Coruña,0,1,2005-08-28,Son Moix,Palma,Rubinos Pérez,ILLES BALEARS,25.833333333333332,0.0
1906,Atlético de Madrid,Zaragoza,0,0,2005-08-28,Vicente Calderón,Madrid,Iturralde González,MADRID,24.315384615384616,0.007692307692307693
1907,Osasuna,Villarreal,2,1,2005-08-28,El Sadar,Pamplona,Pérez Burrull,NAVARRA,23.0,0.0
1908,Celta de Vigo,Málaga,2,0,2005-08-28,Estadio de Balaídos,Vigo,Muñiz Fernández,PONTEVEDRA,21.299999999999997,0.0
1909,Sevilla,Racing de Santander,1,0,2005-08-28,Ramón Sánchez Pizjuán,Sevilla,Velasco Carballo,SEVILLA,26.4,0.0
1910,Deportivo de La Coruña,Atlético de Madrid,1,0,2005-09-10,Nuevo Riazor,La Coruña,Daudén Ibáñez,A CORUÑA,15.512500000000001,11.549999999999999
1911,Real Madrid,Celta de Vigo,2,3,2005-09-10,Santiago Bernabéu,Madrid,Ramírez Domínguez,MADRID,16.053846153846152,0.007692307692307693
1912,Betis,Osasuna,1,0,2005-09-10,Manuel Ruiz de Lopera,Sevilla,Pérez Lima,SEVILLA,22.425,0.0
1913,Barcelona,Mallorca,2,0,2005-09-11,Nou Camp,Barcelona,González Vázquez,BARCELONA,20.150000000000002,0.0
1914,Racing de Santander,Cádiz,0,1,2005-09-11,Campos de Sport del Sardinero,Santander,Turienzo Álvarez,CANTABRIA,15.12,13.66
1915,Villarreal,Sevilla,1,1,2005-09-11,El Madrigal,Villarreal,Megía Dávila,CASTELLON,20.2,0.0
1916,Real Sociedad,Alavés,2,1,2005-09-11,Anoeta,San Sebastián,Pino Zamorano,GIPUZKOA,17.65,15.724999999999998
1917,Getafe,Athletic Club,1,1,2005-09-11,Coliseum Alfonso Pérez,Getafe,Fernández Borbalán,MADRID,16.06923076923077,0.3538461538461538
1918,Málaga,Espanyol,1,2,2005-09-11,La Rosaleda,Málaga,Lizondo Cortés,MALAGA,23.5,0.0
1919,Zaragoza,Valencia,2,2,2005-09-11,La Romareda,Zaragoza,Undiano Mallenco,ZARAGOZA,17.98,0.26
1920,Mallorca,Real Sociedad,5,2,2005-09-17,Son Moix,Palma,Ayza Gámez,ILLES BALEARS,21.05,36.6
1921,Valencia,Deportivo de La Coruña,2,2,2005-09-17,Mestalla,Valencia,Iturralde González,VALENCIA,20.928571428571427,17.214285714285715
1922,Espanyol,Real Madrid,1,0,2005-09-18,Olímpic Lluís Companys,Cornellá de Llobregat,Rodríguez Santiago,BARCELONA,16.316666666666666,0.35000000000000003
1923,Athletic Club,Málaga,1,2,2005-09-18,San Mamés,Bilbao,Pérez Burrull,BIZKAIA,15.280000000000001,0.0
1924,Cádiz,Villarreal,1,1,2005-09-18,Ramón de Carranza,Cádiz,Velasco Carballo,CADIZ,19.614285714285717,0.0
1925,Atlético de Madrid,Barcelona,2,1,2005-09-18,Vicente Calderón,Madrid,Medina Cantalejo,MADRID,12.008333333333331,0.0
1926,Osasuna,Sevilla,1,0,2005-09-18,El Sadar,Pamplona,Pérez Lasa,NAVARRA,13.75,0.0
1927,Celta de Vigo,Racing de Santander,0,1,2005-09-18,Estadio de Balaídos,Vigo,Rubinos Pérez,PONTEVEDRA,16.05,0.0
1928,Betis,Zaragoza,0,0,2005-09-18,Manuel Ruiz de Lopera,Sevilla,Teixeira Vitienes,SEVILLA,19.775,0.0
1929,Alavés,Getafe,3,4,2005-09-18,Mendizorroza,Vitoria,Muñiz Fernández,ARABA/ALAVA,10.4,0.0
1930,Deportivo de La Coruña,Betis,1,1,2005-09-21,Nuevo Riazor,La Coruña,Megía Dávila,A CORUÑA,17.000000000000004,0.03333333333333334
1931,Barcelona,Valencia,2,2,2005-09-21,Nou Camp,Barcelona,Mejuto González,BARCELONA,18.066666666666666,0.016666666666666666
1932,Racing de Santander,Espanyol,1,0,2005-09-21,Campos de Sport del Sardinero,Santander,Pérez Lima,CANTABRIA,13.620000000000001,0.0
1933,Villarreal,Celta de Vigo,1,2,2005-09-21,El Madrigal,Villarreal,Turienzo Álvarez,CASTELLON,18.400000000000002,0.0
1934,Real Sociedad,Atlético de Madrid,3,2,2005-09-21,Anoeta,San Sebastián,Teixeira Vitienes,GIPUZKOA,14.625,0.0
1935,Getafe,Mallorca,1,1,2005-09-21,Coliseum Alfonso Pérez,Getafe,Ramírez Domínguez,MADRID,18.541666666666668,0.0
1936,Málaga,Alavés,0,0,2005-09-21,La Rosaleda,Málaga,Puentes Leira,MALAGA,19.974999999999998,0.0
1937,Sevilla,Cádiz,0,0,2005-09-21,Ramón Sánchez Pizjuán,Sevilla,Daudén Ibáñez,SEVILLA,22.35,0.0
1938,Zaragoza,Osasuna,3,1,2005-09-21,La Romareda,Zaragoza,Fernández Borbalán,ZARAGOZA,16.18,0.0
1939,Real Madrid,Athletic Club,3,1,2005-09-22,Santiago Bernabéu,Madrid,Undiano Mallenco,MADRID,19.72307692307692,0.0
1940,Espanyol,Villarreal,1,2,2005-09-24,Olímpic Lluís Companys,Cornellá de Llobregat,Pino Zamorano,BARCELONA,21.200000000000003,0.16666666666666666
1941,Atlético de Madrid,Getafe,0,1,2005-09-24,Vicente Calderón,Madrid,Pérez Burrull,MADRID,20.54615384615385,0.0
1942,Betis,Barcelona,1,4,2005-09-24,Manuel Ruiz de Lopera,Sevilla,Pérez Lasa,SEVILLA,22.575,0.0
1943,Valencia,Real Sociedad,2,1,2005-09-24,Mestalla,Valencia,Rubinos Pérez,VALENCIA,22.442857142857143,0.08571428571428572
1944,Zaragoza,Deportivo de La Coruña,1,1,2005-09-24,La Romareda,Zaragoza,Muñiz Fernández,ZARAGOZA,20.020000000000003,0.0
1945,Athletic Club,Racing de Santander,0,0,2005-09-25,San Mamés,Bilbao,Lizondo Cortés,BIZKAIA,18.119999999999997,3.3600000000000003
1946,Mallorca,Málaga,1,4,2005-09-25,Son Moix,Palma,Velasco Carballo,ILLES BALEARS,21.3,10.28
1947,Osasuna,Cádiz,2,0,2005-09-25,El Sadar,Pamplona,Ayza Gámez,NAVARRA,17.875,0.07500000000000001
1948,Celta de Vigo,Sevilla,2,1,2005-09-25,Estadio de Balaídos,Vigo,Iturralde González,PONTEVEDRA,17.4,0.8
1949,Alavés,Real Madrid,0,3,2005-09-25,Mendizorroza,Vitoria,Mejuto González,ARABA/ALAVA,15.3,0.0
1950,Barcelona,Zaragoza,2,2,2005-10-01,Nou Camp,Barcelona,Megía Dávila,BARCELONA,19.9,0.7
1951,Getafe,Valencia,2,1,2005-10-01,Coliseum Alfonso Pérez,Getafe,Pérez Lima,MADRID,19.73076923076923,0.0
1952,Deportivo de La Coruña,Osasuna,0,1,2005-10-02,Nuevo Riazor,La Coruña,Ramírez Domínguez,A CORUÑA,14.88888888888889,0.0
1953,Racing de Santander,Alavés,1,2,2005-10-02,Campos de Sport del Sardinero,Santander,Fernández Borbalán,CANTABRIA,13.060000000000002,1.3399999999999999
1954,Villarreal,Athletic Club,3,1,2005-10-02,El Madrigal,Villarreal,González Vázquez,CASTELLON,17.533333333333335,0.0
1955,Cádiz,Celta de Vigo,1,1,2005-10-02,Ramón de Carranza,Cádiz,Rodríguez Santiago,CADIZ,20.857142857142858,0.0
1956,Real Sociedad,Betis,1,1,2005-10-02,Anoeta,San Sebastián,Daudén Ibáñez,GIPUZKOA,14.7,3.275
1957,Real Madrid,Mallorca,4,0,2005-10-02,Santiago Bernabéu,Madrid,Medina Cantalejo,MADRID,14.541666666666666,0.0
1958,Málaga,Atlético de Madrid,0,2,2005-10-02,La Rosaleda,Málaga,Turienzo Álvarez,MALAGA,21.3625,0.0
1959,Sevilla,Espanyol,1,1,2005-10-02,Ramón Sánchez Pizjuán,Sevilla,Puentes Leira,SEVILLA,23.3,0.0
1960,Deportivo de La Coruña,Barcelona,3,3,2005-10-15,Nuevo Riazor,La Coruña,Undiano Mallenco,A CORUÑA,14.61111111111111,0.4222222222222222
1961,Atlético de Madrid,Real Madrid,0,3,2005-10-15,Vicente Calderón,Madrid,González Vázquez,MADRID,10.492307692307692,0.023076923076923075
1962,Alavés,Villarreal,1,1,2005-10-15,Mendizorroza,Vitoria,Megía Dávila,ARABA/ALAVA,12.4,0.0
1963,Espanyol,Cádiz,0,2,2005-10-16,Olímpic Lluís Companys,Cornellá de Llobregat,Pérez Burrull,BARCELONA,17.98,0.0
1964,Athletic Club,Sevilla,0,1,2005-10-16,San Mamés,Bilbao,Pino Zamorano,BIZKAIA,18.66,0.0
1965,Mallorca,Racing de Santander,0,0,2005-10-16,Son Moix,Palma,Iturralde González,ILLES BALEARS,20.633333333333336,0.75
1966,Osasuna,Celta de Vigo,2,0,2005-10-16,El Sadar,Pamplona,Teixeira Vitienes,NAVARRA,13.475000000000001,0.0
1967,Betis,Getafe,1,0,2005-10-16,Manuel Ruiz de Lopera,Sevilla,Lizondo Cortés,SEVILLA,17.1,0.75
1968,Valencia,Málaga,2,1,2005-10-16,Mestalla,Valencia,Pérez Lasa,VALENCIA,17.4,0.0
1969,Zaragoza,Real Sociedad,0,1,2005-10-16,La Romareda,Zaragoza,Moreno Delgado,ZARAGOZA,13.6,0.0
1970,Barcelona,Osasuna,3,0,2005-10-22,Nou Camp,Barcelona,Muñiz Fernández,BARCELONA,19.64,0.24
1971,Sevilla,Alavés,2,0,2005-10-22,Ramón Sánchez Pizjuán,Sevilla,Ayza Gámez,SEVILLA,17.4,4.625
1972,Racing de Santander,Atlético de Madrid,0,1,2005-10-23,Campos de Sport del Sardinero,Santander,Ramírez Domínguez,CANTABRIA,12.98,0.33999999999999997
1973,Villarreal,Mallorca,3,0,2005-10-23,El Madrigal,Villarreal,Fernández Borbalán,CASTELLON,17.433333333333334,0.5
1974,Cádiz,Athletic Club,1,0,2005-10-23,Ramón de Carranza,Cádiz,Megía Dávila,CADIZ,17.614285714285717,0.014285714285714287
1975,Real Sociedad,Deportivo de La Coruña,2,0,2005-10-23,Anoeta,San Sebastián,Medina Cantalejo,GIPUZKOA,14.875,0.225
1976,Real Madrid,Valencia,1,2,2005-10-23,Santiago Bernabéu,Madrid,Daudén Ibáñez,MADRID,11.876923076923077,0.015384615384615385
1977,Getafe,Zaragoza,5,2,2005-10-23,Coliseum Alfonso Pérez,Getafe,Rodríguez Santiago,MADRID,11.876923076923077,0.015384615384615385
1978,Málaga,Betis,5,0,2005-10-23,La Rosaleda,Málaga,Mejuto González,MALAGA,20.071428571428573,0.0
1979,Celta de Vigo,Espanyol,1,0,2005-10-23,Estadio de Balaídos,Vigo,Velasco Carballo,PONTEVEDRA,15.100000000000001,0.0
1980,Deportivo de La Coruña,Real Madrid,3,1,2005-10-26,Nuevo Riazor,La Coruña,Fernández Borbalán,A CORUÑA,18.9625,2.075
1981,Barcelona,Málaga,2,0,2005-10-26,Nou Camp,Barcelona,Puentes Leira,BARCELONA,17.74,0.0
1982,Mallorca,Celta de Vigo,1,0,2005-10-26,Son Moix,Palma,Pérez Lima,ILLES BALEARS,19.333333333333332,0.06666666666666667
1983,Osasuna,Athletic Club,3,2,2005-10-26,El Sadar,Pamplona,Turienzo Álvarez,NAVARRA,15.475000000000001,0.0
1984,Betis,Villarreal,2,3,2005-10-26,Manuel Ruiz de Lopera,Sevilla,Rubinos Pérez,SEVILLA,18.7,0.0
1985,Real Sociedad,Getafe,3,0,2005-10-27,Anoeta,San Sebastián,Ramírez Domínguez,GIPUZKOA,22.674999999999997,0.775
1986,Atlético de Madrid,Cádiz,3,0,2005-10-27,Vicente Calderón,Madrid,Teixeira Vitienes,MADRID,15.233333333333333,12.874999999999998
1987,Valencia,Sevilla,0,2,2005-10-27,Mestalla,Valencia,Undiano Mallenco,VALENCIA,18.583333333333332,0.0
1988,Zaragoza,Racing de Santander,1,1,2005-10-27,La Romareda,Zaragoza,Megía Dávila,ZARAGOZA,17.525,0.15
1989,Alavés,Espanyol,1,1,2005-10-27,Mendizorroza,Vitoria,Pino Zamorano,ARABA/ALAVA,18.0,0.1
1990,Athletic Club,Celta de Vigo,1,1,2005-10-29,San Mamés,Bilbao,Undiano Mallenco,BIZKAIA,19.92,0.08
1991,Betis,Real Madrid,0,2,2005-10-29,Manuel Ruiz de Lopera,Sevilla,Pérez Burrull,SEVILLA,19.375,7.275
1992,Deportivo de La Coruña,Getafe,1,0,2005-10-30,Nuevo Riazor,La Coruña,Turienzo Álvarez,A CORUÑA,14.214285714285714,4.128571428571428
1993,Barcelona,Real Sociedad,5,0,2005-10-30,Nou Camp,Barcelona,Pérez Lima,BARCELONA,18.720000000000002,0.0
1994,Mallorca,Sevilla,1,1,2005-10-30,Son Moix,Palma,Teixeira Vitienes,ILLES BALEARS,21.366666666666664,3.733333333333333
1995,Atlético de Madrid,Villarreal,1,1,2005-10-30,Vicente Calderón,Madrid,Pérez Lasa,MADRID,15.066666666666668,11.916666666666664
1996,Osasuna,Espanyol,2,0,2005-10-30,El Sadar,Pamplona,González Vázquez,NAVARRA,19.25,4.55
1997,Valencia,Racing de Santander,1,1,2005-10-30,Mestalla,Valencia,Pino Zamorano,VALENCIA,19.85,0.049999999999999996
1998,Zaragoza,Málaga,1,1,2005-10-30,La Romareda,Zaragoza,Rubinos Pérez,ZARAGOZA,18.220000000000002,0.42000000000000004
1999,Alavés,Cádiz,0,0,2005-10-30,Mendizorroza,Vitoria,Puentes Leira,ARABA/ALAVA,17.7,18.4
2000,Espanyol,Athletic Club,1,1,2005-11-05,Olímpic Lluís Companys,Cornellá de Llobregat,Medina Cantalejo,BARCELONA,13.639999999999997,0.0
2001,Villarreal,Valencia,1,0,2005-11-05,El Madrigal,Villarreal,Iturralde González,CASTELLON,12.433333333333332,0.0
2002,Real Sociedad,Osasuna,1,2,2005-11-05,Anoeta,San Sebastián,Velasco Carballo,GIPUZKOA,11.3,0.225
2003,Racing de Santander,Betis,1,1,2005-11-06,Campos de Sport del Sardinero,Santander,Ayza Gámez,CANTABRIA,9.22,0.0
2004,Cádiz,Mallorca,1,2,2005-11-06,Ramón de Carranza,Cádiz,Lizondo Cortés,CADIZ,15.314285714285713,0.0
2005,Real Madrid,Zaragoza,1,0,2005-11-06,Santiago Bernabéu,Madrid,Muñiz Fernández,MADRID,9.58181818181818,0.05454545454545456
2006,Getafe,Barcelona,1,3,2005-11-06,Coliseum Alfonso Pérez,Getafe,Daudén Ibáñez,MADRID,9.58181818181818,0.05454545454545456
2007,Málaga,Deportivo de La Coruña,1,1,2005-11-06,La Rosaleda,Málaga,Rodríguez Santiago,MALAGA,14.883333333333333,0.0
2008,Celta de Vigo,Alavés,2,1,2005-11-06,Estadio de Balaídos,Vigo,Moreno Delgado,PONTEVEDRA,10.4,0.0
2009,Sevilla,Atlético de Madrid,0,0,2005-11-06,Ramón Sánchez Pizjuán,Sevilla,Mejuto González,SEVILLA,13.825,0.0
2010,Villarreal,Zaragoza,0,0,2005-11-19,El Madrigal,Villarreal,Velasco Carballo,CASTELLON,11.866666666666667,1.6333333333333335
2011,Real Madrid,Barcelona,0,3,2005-11-19,Santiago Bernabéu,Madrid,Iturralde González,MADRID,9.325,0.22499999999999998
2012,Getafe,Osasuna,0,0,2005-11-19,Coliseum Alfonso Pérez,Getafe,Lizondo Cortés,MADRID,9.325,0.22499999999999998
2013,Sevilla,Betis,1,0,2005-11-19,Ramón Sánchez Pizjuán,Sevilla,González Vázquez,SEVILLA,13.725,0.6250000000000001
2014,Espanyol,Mallorca,2,0,2005-11-20,Olímpic Lluís Companys,Cornellá de Llobregat,Mejuto González,BARCELONA,11.333333333333334,0.15
2015,Athletic Club,Alavés,0,2,2005-11-20,San Mamés,Bilbao,Rodríguez Santiago,BIZKAIA,12.86,0.0
2016,Racing de Santander,Deportivo de La Coruña,0,3,2005-11-20,Campos de Sport del Sardinero,Santander,Pérez Lasa,CANTABRIA,11.28,0.0
2017,Cádiz,Valencia,0,1,2005-11-20,Ramón de Carranza,Cádiz,Moreno Delgado,CADIZ,16.757142857142856,0.09999999999999999
2018,Málaga,Real Sociedad,3,1,2005-11-20,La Rosaleda,Málaga,Muñiz Fernández,MALAGA,16.02857142857143,0.0
2019,Celta de Vigo,Atlético de Madrid,2,1,2005-11-20,Estadio de Balaídos,Vigo,Pérez Burrull,PONTEVEDRA,14.95,0.0
2020,Mallorca,Athletic Club,0,1,2005-11-26,Son Moix,Palma,Puentes Leira,ILLES BALEARS,9.85,0.2833333333333334
2021,Valencia,Celta de Vigo,2,0,2005-11-26,Mestalla,Valencia,Fernández Borbalán,VALENCIA,8.485714285714286,0.0
2022,Deportivo de La Coruña,Villarreal,0,2,2005-11-27,Nuevo Riazor,La Coruña,Medina Cantalejo,A CORUÑA,6.275,4.7
2023,Barcelona,Racing de Santander,4,1,2005-11-27,Nou Camp,Barcelona,Ramírez Domínguez,BARCELONA,5.716666666666666,5.316666666666667
2024,Real Sociedad,Real Madrid,2,2,2005-11-27,Anoeta,San Sebastián,Undiano Mallenco,GIPUZKOA,5.625,25.625
2025,Atlético de Madrid,Espanyol,1,1,2005-11-27,Vicente Calderón,Madrid,Daudén Ibáñez,MADRID,1.2923076923076922,0.13846153846153847
2026,Getafe,Málaga,3,2,2005-11-27,Coliseum Alfonso Pérez,Getafe,Ayza Gámez,MADRID,1.2923076923076922,0.13846153846153847
2027,Osasuna,Alavés,3,2,2005-11-27,El Sadar,Pamplona,Pérez Lima,NAVARRA,3.725,3.1499999999999995
2028,Betis,Cádiz,1,1,2005-11-27,Manuel Ruiz de Lopera,Sevilla,Esquinas Torres,SEVILLA,5.975,0.15
2029,Zaragoza,Sevilla,0,2,2005-11-27,La Romareda,Zaragoza,Turienzo Álvarez,ZARAGOZA,3.4799999999999995,0.12
2030,Athletic Club,Atlético de Madrid,1,1,2005-12-03,San Mamés,Bilbao,González Vázquez,BIZKAIA,13.025,0.0
2031,Real Madrid,Getafe,1,0,2005-12-03,Santiago Bernabéu,Madrid,Teixeira Vitienes,MADRID,6.707692307692307,0.0923076923076923
2032,Celta de Vigo,Betis,2,1,2005-12-03,Estadio de Balaídos,Vigo,Lizondo Cortés,PONTEVEDRA,10.0,6.3
2033,Espanyol,Valencia,1,3,2005-12-04,Olímpic Lluís Companys,Cornellá de Llobregat,Pérez Lasa,BARCELONA,11.066666666666665,4.833333333333334
2034,Racing de Santander,Real Sociedad,2,2,2005-12-04,Campos de Sport del Sardinero,Santander,Pino Zamorano,CANTABRIA,9.68,7.12
2035,Villarreal,Barcelona,0,2,2005-12-04,El Madrigal,Villarreal,Muñiz Fernández,CASTELLON,10.466666666666667,0.0
2036,Cádiz,Zaragoza,1,2,2005-12-04,Ramón de Carranza,Cádiz,Pérez Burrull,CADIZ,16.033333333333335,0.6833333333333332
2037,Málaga,Osasuna,1,2,2005-12-04,La Rosaleda,Málaga,Esquinas Torres,MALAGA,15.7,0.2571428571428572
2038,Sevilla,Deportivo de La Coruña,0,2,2005-12-04,Ramón Sánchez Pizjuán,Sevilla,Megía Dávila,SEVILLA,14.2,1.75
2039,Alavés,Mallorca,0,3,2005-12-04,Mendizorroza,Vitoria,Rubinos Pérez,ARABA/ALAVA,8.6,11.1
2040,Real Sociedad,Villarreal,1,3,2005-12-10,Anoeta,San Sebastián,Esquinas Torres,GIPUZKOA,5.1499999999999995,0.0
2041,Valencia,Athletic Club,1,1,2005-12-10,Mestalla,Valencia,Mejuto González,VALENCIA,8.6,0.09999999999999999
2042,Deportivo de La Coruña,Cádiz,1,0,2005-12-11,Nuevo Riazor,La Coruña,Velasco Carballo,A CORUÑA,8.387500000000001,0.0
2043,Barcelona,Sevilla,2,1,2005-12-11,Nou Camp,Barcelona,Rodríguez Santiago,BARCELONA,5.1000000000000005,0.0
2044,Atlético de Madrid,Alavés,1,1,2005-12-11,Vicente Calderón,Madrid,Ramírez Domínguez,MADRID,3.3615384615384616,0.4461538461538461
2045,Getafe,Racing de Santander,1,2,2005-12-11,Coliseum Alfonso Pérez,Getafe,Puentes Leira,MADRID,3.3615384615384616,0.4461538461538461
2046,Málaga,Real Madrid,0,2,2005-12-11,La Rosaleda,Málaga,Daudén Ibáñez,MALAGA,11.657142857142857,0.0
2047,Osasuna,Mallorca,1,0,2005-12-11,El Sadar,Pamplona,Iturralde González,NAVARRA,3.9,0.0
2048,Betis,Espanyol,0,0,2005-12-11,Manuel Ruiz de Lopera,Sevilla,Turienzo Álvarez,SEVILLA,8.55,0.0
2049,Zaragoza,Celta de Vigo,1,0,2005-12-11,La Romareda,Zaragoza,Medina Cantalejo,ZARAGOZA,1.875,0.0
2050,Athletic Club,Betis,2,0,2005-12-17,San Mamés,Bilbao,Muñiz Fernández,BIZKAIA,10.16,2.62
2051,Cádiz,Barcelona,1,3,2005-12-17,Ramón de Carranza,Cádiz,Ayza Gámez,CADIZ,9.257142857142858,0.0
2052,Celta de Vigo,Deportivo de La Coruña,0,3,2005-12-17,Estadio de Balaídos,Vigo,Undiano Mallenco,PONTEVEDRA,9.9,0.0
2053,Espanyol,Zaragoza,2,2,2005-12-18,Olímpic Lluís Companys,Cornellá de Llobregat,Pérez Lima,BARCELONA,6.633333333333333,0.8666666666666666
2054,Racing de Santander,Málaga,1,1,2005-12-18,Campos de Sport del Sardinero,Santander,Megía Dávila,CANTABRIA,7.0200000000000005,0.04
2055,Villarreal,Getafe,2,1,2005-12-18,El Madrigal,Villarreal,Pino Zamorano,CASTELLON,7.6000000000000005,1.0
2056,Mallorca,Atlético de Madrid,2,2,2005-12-18,Son Moix,Palma,Fernández Borbalán,ILLES BALEARS,8.316666666666668,2.9166666666666665
2057,Real Madrid,Osasuna,1,1,2005-12-18,Santiago Bernabéu,Madrid,Pérez Burrull,MADRID,3.7384615384615385,1.2384615384615385
2058,Sevilla,Real Sociedad,3,2,2005-12-18,Ramón Sánchez Pizjuán,Sevilla,Lizondo Cortés,SEVILLA,7.825,0.0
2059,Alavés,Valencia,0,1,2005-12-18,Mendizorroza (Mendizorroza),Vitoria,González Vázquez,ARABA/ALAVA,2.9,0.0
2060,Barcelona,Celta de Vigo,2,0,2005-12-20,Nou Camp,Barcelona,Pérez Lasa,BARCELONA,6.133333333333333,0.0
2061,Deportivo de La Coruña,Espanyol,1,2,2005-12-21,Nuevo Riazor,La Coruña,Rodríguez Santiago,A CORUÑA,8.122222222222222,0.0
2062,Real Sociedad,Cádiz,2,0,2005-12-21,Anoeta,San Sebastián,Rubinos Pérez,GIPUZKOA,4.575,0.0
2063,Real Madrid,Racing de Santander,1,2,2005-12-21,Santiago Bernabéu,Madrid,Turienzo Álvarez,MADRID,4.407692307692307,0.03076923076923077
2064,Getafe,Sevilla,1,0,2005-12-21,Coliseum Alfonso Pérez,Getafe,Mejuto González,MADRID,4.407692307692307,0.03076923076923077
2065,Málaga,Villarreal,0,0,2005-12-21,La Rosaleda,Málaga,Teixeira Vitienes,MALAGA,11.587499999999999,0.0
2066,Betis,Alavés,3,0,2005-12-21,Manuel Ruiz de Lopera,Sevilla,Velasco Carballo,SEVILLA,10.9,0.0
2067,Valencia,Mallorca,3,0,2005-12-21,Mestalla,Valencia,Esquinas Torres,VALENCIA,8.471428571428572,0.1142857142857143
2068,Zaragoza,Athletic Club,3,2,2005-12-21,La Romareda,Zaragoza,Ramírez Domínguez,ZARAGOZA,0.9799999999999999,0.0
